,english,yoruba
2585,"She became a 2018 presidential contender, but later withdrew from the race.","Ó di ọ̀kan nínú àwọn òǹdíje sí ipò ààrẹ ọdún-un 2018, ṣùgbọ́n ó ju ọwọ́ sílẹ̀ nígbà ó yá.",
2586,"Live on Twitter, Ezekwesili recalled her grief: It was a very sad thing for me to bear the thought that children who went to school were so killed and brutally murdered to the point where parents could not recognise their children.","Ní orí Twitter, Ezekwesili mú ìbànújẹ́ rẹ̀ wá sí ìrántí: ""Ẹ̀dùn ọkàn ni fún mi pé àwọn ọmọdé tí a rán nílé ìwé di pípa bí ẹran dé ibi wí pé àwọn òbí wọn kò lè dá àwọn ọmọ wọn mọ̀ "".",
2587,But her grief and rage was eclipsed by the political maligning she endured to get the #BBOG message out.,Àmọ́ ìṣààta ti olóṣèlú nípa ìgbésẹ̀ ìpolongo #BBOG ti gbé ìbínú tòun t'ìbánújẹ́ rẹ̀ mì.,
2588,#ArewaMeToo and NorthNormal,#ArewaMeToo àti NorthNormal,
2589,"On February 3, 2019, a young woman named Khadijah Adamua found the courage to tweet about the physical abuse inflicted by her ex-boyfriend.","Ní ọjọ́ 3, oṣù Èrèlé ọdún-un 2019, ọ̀dọ́bìnrin kan tí orúkọ rẹ̀ ń jẹ́ Khadijah Adamua gbójúgbóyà láti túwíìtì nípa ìlòkulò ajẹmára tí ọ̀rẹ́kùnrin rẹ̀ ìgbà kan lo òun.",
2590,"Adamua, who lives in Kano state in northwest Nigeria, had previously blogged about her horrific experiences.","Adamua, ẹni tí ó ń gbé ní ìpínlẹ̀ Kano tí í ṣe àríwá-ìlà-oòrùn orílẹ̀ èdè Nàìjíríà, ti ṣáájú kọ búlọ́ọ̀gù nípa ìrírí rẹ̀ tí ó banilẹ́rù.",
2591,Fellow Nigerian Fakhriyyah Hashim tweeted her support for Adamua with the hashtag #ArewaMeToo:,Ọmọ Nàìjíríà rere Fakhriyyah Hashim túwíìtì àtìlẹ́yìn rẹ̀ fún Adamua pẹ̀lú lílo àmì #ArewaMeToo:,
2592,#ArewaMeToo became northern Nigeria’s version of the global #MeToo movement. (Arewa is the Hausa word for “North”) — igniting a storm of online discussion on rape and other forms of gender-based violence.,#ArewaMeToo di ẹ̀dà ìgbésẹ̀ Èmi Náà àgbáyé #MeToo ní àríwá Nàìjíríà. (Árẹ̀wá ni èdè-ìperí fún “Àríwá” ní èdè Haúsá) — tí ó tan ìjì àsọgbà ọ̀rọ̀ lórí ìfipábánilòpọ̀ àti irú àwọn ìwà-ipá sí àwọn obìnrin ní orí ẹ̀rọ ayélukára-wọn-bí-ajere.,
2593,"Violence against women is rampant throughout Nigeria. However, Relief Web asserts that between November 2014 and January 2015, northeastern Nigeria, especially Borno State, recorded the most violence against women.","Ìwà-ipá sí obìnrin wọ́pọ̀ jákèjádò orílẹ̀-èdèe Nàìjíríà. Síbẹ̀, Relief Web sọ wí pé ní àárín oṣù Belu ọdún-un 2014 àti oṣù Ṣẹẹrẹ ọdún un 2015, àríwá-ìlà-oòrùn Nàìjíríà, pàápàá jù lọ Ìpínlẹ̀ Borno, ní àkọsílẹ̀ ìwà-ipá sí obìnrin ti pọ̀ jọjọ.",
2594,"In the Muslim-majority north, discussions about these taboo topics are difficult, often forcing victims into silence.","Ní agbègbè àríwá tí àwọn Mùsùlùmí pọ̀ sí jù lọ, àsọgbà nípa orí ọ̀rọ̀ èèwọ̀ wọ̀nyí ṣòro, tí ó máa pàpà sọ àwọn tí ó ń jìyà ìpalára sì ìpa kẹ́kẹ́.",
2595,"The online rage of #ArewaMeToo propelled the NorthNormal offline protests in Bauchi, Kano, Niger.","Ìbínú #ArewaMeToo ní orí ẹ̀rọ-ayélujára ṣe àtọ́nà ìyíde ìfẹ̀hònúhàn ìta gbangba NorthNormal ní Bauchi, Kano, àti Niger.",
2596,Sixteen days of NorthNormal protests occurred in November last year across eight northern Nigerian states and Abuja.,Ìyíde ọlọ́jọ́ mẹ́ẹ̀ẹ́dógún ti NorthNormal wá sáyé nínú oṣù Belu ọdún t'ó kọjá ní àwọn ìpínlẹ̀ mẹ́jọ ní òkè Ọya àti ní Abuja.,
2597,"They were largely positive and state legislators ""were receptive of young indigenes” for taking “the baton to push for the VAPP"", Hashim said.","Wọ́n rí ipa rere látàrí ìyíde tí àwọn aṣòfin ""sì rí ìdí tí ó fi yẹ kí àwọn gbọ́ sí àwọn ọ̀dọ̀ ìbílẹ̀ "" lẹ́nu torí wọ́n ń “lé iwájú nínú ìjà fún VAPP,” Hashim ṣàlàyé ọ̀rọ̀.",
2598,"However, in Sokoto State, ""government played a role in harassing and arresting NorthNormal campaigners"", Hashim said.","Hashim tẹ̀síwájú wí pé,” síbẹ̀, ní Ìpínlẹ̀ Sokoto, ìjọba ń kó àwọn tí ó ń yíde NorthNormal"".",
2599,The police manhandled a local leader of the movement.,Àwọn ọlọ́pàá ṣe ọ̀kan lára àwọn olórí ìbílẹ̀ tí í ṣe alágbèékalẹ̀ ìyíde náà ṣìbáṣìbo.,
2600,"Thereafter, protests were banned by the Sultan of Sokoto, head of Nigerian Muslims.","Lẹ́yìn wá, ọba Sokoto, tí í ṣe olórí àwọn Mùsùlùmí orílẹ̀ èdè Nàìjíríà fagilé ìwọ́de.",
2601,"According to Hashim, NorthNormal grew out of the #ArewaMeToo hashtag, and has two objectives: advocating for “the domestication of the Violence against Persons Prohibition Act (VAPP),” and championing the conversation on “various forms of gender-based violence and rape culture across northern Nigeria.”","Gẹ́gẹ́ bí Hashim ti ṣe wí, NorthNormal súyọ láti ara àmì #ArewaMeToo, tí ó sì ní èta méjì: ìgbàwí fún ""ìṣàmúlò Ìfòfinde Ìwà-ipá sí àwọn Ènìyàn (VAPP)"", àti ìléwájú nínú ìtàkùrọ̀sọ ""onírúurú ìwà-ipá sí obìnrin àti àṣà ìfipábánilòpọ̀ jákèjádò àríwá Nàìjíríà"".",
2602,"The Violence Against Persons (Prohibition) Act 2015 was signed into law on May 23, 2015.","Àbà Òfin Ìwà-ipá sí Àwọn Ènìyàn (Ìfòfindè) ọdún-un 2015 di títọwọ́bọ̀ lọ́jọ́ 23, oṣù Èbìbí, ọdún-un 2015.",
2603,Under the VAPP Act — an improvement on the provisions of Nigeria’s penal code — acts of violence against women are punishable offences.,Lábẹ́ Àbá VAPP — ìlọsíwájú òfin ìjìyà ẹ̀ṣẹ̀ orílẹ̀ èdè Nàìjíríà — àbá ìwà-ipá sí àwọn obìnrin jẹ́ ẹ̀ṣẹ̀ lábẹ́ òfin.,
2604,"This includes rape, spousal battery, forceful home ejections, forced financial dependence or economic abuse, harmful widowhood practices, female circumcision or genital mutilation, and/or child abandonment.","Lára rẹ̀ ni ìfipábánilòpọ̀, nína aya, ìfipálé aya jáde nílé, ìfipá sọ obìnrin di adábùkátà gbọ́ tàbí ìjìyà ti ọrọ̀-ajé, àṣà opó tí ó ń fa ìpalára, dídábẹ́ fún obìnrin tàbí gígé ida, àti/tàbí ìkọ̀sílẹ̀ ọmọ.",
2605,"In Nigeria, rape is punishable with life imprisonment. A minor can face up to 14 years in prison.","Ní Nàìjíríà, ẹ̀wọ̀n gbére ni ìjìyà ìfipábánilòpọ̀. Ọmọdé lè fi ara gbá ẹ̀wọ̀n ọdún 14.",
2606,"In cases of gang rape, offenders are jointly liable to 20 years imprisonment without the option of a fine.","Bí ó bá jẹ́ ọ̀ràn ìfipábánilòpọ̀ ẹni púpọ̀, ẹ̀wọ̀n ọdún 20 ni àwọn ẹlẹ́sẹ̀ yóò fi gbára láì san owó ìtanràn.",
2607,"However, Section 47 of the VAPP Act stipulates that this legislation applies only in Abuja, Nigeria’s capital. NorthNormal and other organisations have been campaigning for all 36 state legislative assemblies to domesticate this act.","Síbẹ̀, Abala 47 ti Àbá òfin VAPP fi lélẹ̀ wí pé Abuja, olú ìlú orílẹ̀ èdè Nàìjíríà nìkan ni òfin yìí ti f'ẹsẹ̀ rinlẹ̀. NorthNormal àti àwọn iléeṣẹ́ mìíràn ti ń polongo kí gbogbo ìgbìmọ̀ aṣòfin ìpínlẹ̀ 36 ó sọ àbá yìí d'òfin.",
2608,Backlash against advocates,Àtakò àwọn alágbàwí,
2609,"One year after sparking the #ArewaMeToo movement, Hashim told Global Voices that although their advocacy exposed the ""rot within society"", it also took its toll.","Ọdún kan lẹ́yìn tí #ArewaMeToo gba ìgboro, Hashim sọ fún Ohùn Àgbáyé wí pé adi ìgbàwí wọn tí ó tú “ìbàjẹ́ àwùjọ jáde,” ó sì tún ní arapa tirẹ̀.",
2610,"Hashim experienced major online harassment when her group confronted ""an alleged serial abuser of minors"" who works at the finance ministry as part of their online advocacy.","Hashim ní ìrírí ìyọlẹ́nu lórí ayélujára nígbà tí ẹgbẹ́ rẹ̀ kojú ""ẹnìkan tí ó máa bá àwọn ọmọdé lò ní ṣísẹ̀ntẹ̀lé kiri àdúgbò"" ẹni tí ó ń ṣiṣẹ́ ní iléeṣẹ́ ìṣúná-owó gẹ́gẹ́ bí ìgbàwí orí ayélujára wọn.",
2611,She told Global Voices:,Ó sọ fún Ohùn Àgbáyé:,
2612,"We launched a campaign against him [the serial abuser], demanding that he be sacked by the minister; some people did not like that so they orchestrated an online targeted harassment campaign to delegitimise ArewaMeToo.","A ṣe ìfilọ́lẹ̀ ìpolongo tako rẹ̀ [abọ́mọdé sùn], kí ó bá gba ìwé ìyọniníṣẹ́ láti ọwọ́ mínísítà; àwọn kan kò fẹ́ bẹ́ẹ̀ torí ìdí èyí ni wọ́n ṣe gbé ìgbésẹ̀ ìpolongo ìyọlẹ́nu orí ayélujára láti sọ #ArewaMeToo di èyí tí ó lòdì sí òfin.",
2613,"According to Hashim, harassers attempted to delegitimise ArewaMeToo by associating ArewaMeToo with LGBTQ [lesbians, gay, bisexual transgender and queer people] and their strategy worked as online harassment gained momentum, Hashim said.","Gẹ́gẹ́ bí Hashim ṣe sọ, àwọn ayọnilẹ́nu gbèrò láti sọ ArewaMeToo di ohun tí ó tasẹ̀ àgẹ̀rẹ̀ sí òfin nípa síso ArewaMeToo pọ̀ mọ́ LGBTQ [obìnrin-tó-ń-fẹ́-obìnrin, ọkùnrin-tí-ó-ń-fẹ́-ọkùnrin, àwọn abo àti akọ tí ó yíra padà di akọ tàbí abo àti àwọn ènìyàn tí ó ṣe àjèjì tí kò sí ní ìbámu] àti ète wọ́n ṣiṣẹ́ bí ìyọlẹ́nu orí ayélujára ṣe ń lékún sí i.",
2614,"In Nigeria, gay marriage is illegal and under Sharia and penal legal codes, sodomy and lesbianism are punishable in some states.","Ní orílẹ̀ èdè Nàìjíríà, ìgbéyàwó láàárín ọkùnrin àti ọkùnrin lòdì sófin bẹ́ẹ̀ náà ní abẹ́ òfin Sẹ́ríà àti òfin ìfìyàjẹ ẹlẹ́sẹ̀, ìbálòpọ̀ ihò ìdí àti ìbálòpọ̀ láàárín obìnrin àti obìnrin ní ìjìyà ní àwọn ìpínlẹ̀ kan.",
2615,"By associating Haashim's movement with LGBTQ rights, online trolls distorted their message and framed #ArewaToo and NorthNormal as illegitimate.","Nípasẹ̀ dída ìgbésẹ̀ ìpolongo Hashim papọ̀ mọ́ ẹ̀tọ́ LGBTQ, àwọn ènìyàn ní orí ẹ̀rọ-ayélujára lọ́ ìpolongo wọn po wọ́n sì pe #ArewaToo àti NorthNormal ní ohun tí kò tọ́.",
2616,"However, Global Voices was not able to independently verify tweets that pinned Hashim's movement to LGBTQ rights.","Bí-ó-ti-wù-kí-ó-rí, Ohùn Àgbáyé kò rí àyè sí àwọn túwíìtì tí ó sọ ìgbésẹ̀ ìpolongo Hashim ní ìjà fún ẹ̀tọ́ LGBTQ.",
2617,"Still, Hashim posts messages of hope on Twitter:","Síbẹ̀, Hashim ṣe àtẹ̀jáde àwọn ọ̀rọ̀ ìrètí sí orí Twitter:",
2618,"Fakhriyyah Hashim, co-founder of #ArewaToo and NorthNormal (Image used with her permission).","Fakhriyyah Hashim, ọ̀kan lára àwọn olùdásílẹ̀ #ArewaToo àti NorthNormal (a gba àṣẹ láti lo àwòrán rẹ̀.",
2619,"She said all these experiences helped her grow a ""really thick skin"":",Ó sọ wí pé gbogbo ìrírí yìí ran òun lọ́wọ́ láti “ní ìfarada tí ó pọ̀”:,
2620,"In my experience of being loud on political Twitter for good governance, I’ve grown a really thick skin, but even that didn't prepare me for the amount of backlash we got through ArewaMeToo and NorthNormal.","Ìrírí mi nípa ìgbóhùnsókè lórí ọ̀rọ̀ òṣèlú ní orí Twitter fún ìṣèjọba tí ó dára, ti kọ́ mi ní ìfaradà, àmọ́ ìyẹn kò mú mi gbaradì fún ọ̀kan-ò-jọ̀kan ìtakò tí a fojú rí látàrí ìpolongo ArewaMeToo àti NorthNormal.",
2621,"Though I mustered all of that and did not retreat to any cave, I did begin feeling demoralised about Northern Nigeria’s governanace and response to sexual violence...","Àmọ́pé mo fi gbogbo rẹ̀ ṣe osùn mo fi para n ò sì jẹ́ kí ó fà mí sẹ́yìn, mo bẹ̀rẹ̀ sí ní í ní ìrẹ̀wẹ̀síọkàn nípa ìṣèjọba Àríwá orílẹ̀ èdè Nàìjíríà àti bí wọ́n ṣe fi ọwọ́ mú ìwà ìfipábánilò...",
2622,"After every episode of attacks, we did gather more strength and energy to push back because the backlash made us see how society enforced the culture of silence and if we allowed our lips to be sealed then that would be the real tragedy.","Lẹ́yìn ìkọlù kọ̀ọ̀kan, a máa ń ní okun àti agbára láti tẹ̀síwájú nítorí ìtakò mú wa rí bí àṣà ìdákẹ́ rọrọ ti ṣe rinlẹ̀ tó ní àwùjọ àti pé bí a bá fi àyè gba ìpanumọ́, a jẹ́ wí pé oko ìparun ni à ń fi orí lé.",
2623,"Sadly, Hashim and Ezekwesili still struggle with the excruciating ""lack of empathy"" that characterises discourse about gender-based violence on- and offline.","Ó ṣeni láàánú, Hashim àti Ezekwesili ṣì ń janpata pẹ̀lú ìyà “àìsí àánú ọmọlàkejì” tí ó dìrọ̀ mọ́ ọ̀ràn ìwà ìjìyà àwọn obìnrin lórí ayélujára àti lójú ayé tòótọ́.",
2624,"According to Hashim, this ""deliberate maligning of a cause that only seeks better for victims of sexual violence"" is incredibly difficult to grasp.","Ní ti Hashim, ""ìmọ̀ọ́mọ̀ ṣààta ìgbésẹ̀ tí ó ń gbèrò láti fi ohùn fún àwọn tí ó ń jìyà ìfarapa"" nira láti gbá mú.",
2625,"This article is part of the project, ""the identity matrix: platform regulation of online threats to expression in Africa"".","Àròkọ yìí jẹ́ ọ̀kan lára àkànṣe iṣẹ́, ""Orísun ìdánimọ̀: òfin gbàgede orí ẹ̀rọ-ayélujára bí ajere tí ń gbégi dínà ìdàgbàsókè ọ̀rọ̀ sísọ ní Ilẹ̀ Adúláwọ̀"".",
2626,"These posts interrogate identity-driven online hate speech or discrimination based on language or geographic origin, misinformation and harassment (particularly against female activists and journalists) prevalent in the digital spaces of seven African countries: Algeria, Cameroon, Ethiopia, Nigeria, Sudan, Tunisia and Uganda.","Àtẹ̀jáde yìí ṣe ìbéèrè ipa ìdánimọ̀ ọ̀rọ̀ ìkórìíra tẹ̀gbintẹ̀gbin tàbí ìyàsọ́tọ̀ọ̀tọ̀ tí ó dá fìrìgbagbòó lórí èdè tàbí agbègbè ilẹ̀ ayé, àṣìwífún àti ìyọlẹ́nu (pàápàá jù lọ ìyọlẹ́nu àwọn ajàfẹ́tọ̀ọ́ ọmọnìyàn àti akọ̀ròyìn l'óbìnrin) lórí ẹ̀rọ ayélujára bí ajere tí ó wọ́pọ̀ ní orílẹ̀ èdè Ilẹ̀ Adúláwọ̀ méje: Algeria, Cameroon, Ethiopia, Nigeria, Sudan, Tunisia àti Uganda.",
2627,The project is funded by the Africa Digital Rights Fund of The Collaboration on International ICT Policy for East and Southern Africa (CIPESA).,Africa Digital Rights Fund ti Collaboration on International ICT Policy for East and Southern Africa (CIPESA) ni ó kówó fún à kànṣe iṣẹ́ yìí.,
2628,"In Assad-controlled Syria, the official narrative is ‘no COVID-19 cases’","Ní àwọn ìlú tí ó wà lábẹ́ ìsàkóso Assad ní ilẹ̀ Syria, àwọn alákòóso sọ báyìí pé ‘kò sí ìṣẹ̀lẹ̀ ààrùn kòrónà kankan’",
2629,"After nine years of a deadly civil war, the health system in Syria is barely functional.","Lẹ́yìn ọdún mẹ́sàn-án ogun abẹ́lẹ́ tó gbóná girigiri, ètò ìlera ní orílẹ̀-èdè Syria ò ṣe bẹ́ẹ̀ gbópọn mọ́.",
2630,"In territories controlled by President Bashar al-Assad, authorities deny the presence of COVID-19.","Ní àwọn ìlú tí ó wà lábẹ́ ìsàkóso Ààrẹ Bashar al-Assad, àwọn Aláṣẹ wọn ti tako ìṣẹ̀lẹ̀ ààrun COVID-19.",
2631,"According to Johns Hopkins University, the country has confirmed 439 cases and 21 deaths as of July 15.","Gẹ́gẹ́ bí Fáfitì John Hopkins ̣ sọ, Orílẹ̀-èdè ọ̀hún ti sàwárí ìsẹ̀lẹ̀ Òjìlénírinwó-dínkan pẹ̀lú ikú ènìyàn mọ́kànlélógún títí di ọjọ́ kẹẹ̀ẹ́dógún osù Agẹmọ.",
2632,But narratives on the ground reveal the ways in which the state has denied and repressed the realities of COVID-19.,Ṣùgbọ́n àwọn ìròyìn tí ó wà nílẹ̀ báyìí tí ṣe àfihàn bí ilẹ̀ náà ṣe takú wọnle tí wọ́n sì ń ṣẹ́ ìdánilójú pé ààrùn COVID-19 wà lóòótọ́.,
2633,"Walid Abdullah, 23, says the state has even gone so far as to suggest terminating the lives of suspected COVID-19 patients.","Walid Abdullah ọmọ ọdún mẹ́tàlélógún, sọ ọ́ di mímọ̀ pé ìlẹ̀ yìí tilè ṣe é débi pé wọ́n ń dába gbígba ẹ̀mí àwọn aláàárẹ̀ tí wọ́n bá funra sí pé wọ́n ní COVID-19.",
2634,Global Voices is using a pseudonym upon request to protect his identity.,Ohùn Àgbáyé ń lo orúkọkórúkọ láti dààbò bó.,
2635,"Speaking to Global Voices by phone, Abdullah explained that on May 13, he called Daraa National Hospital, in southern Syria, to inform them about a suspected case of coronavirus.","Nínú ìtàkùrọsọ pẹ̀lú Ohùn Àgbáyé lórí ago, Abdullah ṣe é ní àlàyé pé ní ọjọ́ kẹtàlá ọsù èbìbí, òun pé Ilé ìwòsàn Àpapọ̀ ti Daraa ní ìha Gúúsù ilẹ̀ Syria láti fi ìṣẹ̀lẹ̀ ààrun kòrónà kan tó wọn létí.",
